CaseId;DocumentId;PdfViewUrl;PdfOpenLinkSv;PdfOpenLinkEn;ProjectId;OrganisationId;Kommun;Myndighetstyp;Myndighet;Diarienummer;Dokumenttyp;Dokumentdatum;KallaFil;Kallrubrik;CaseReviewStatus;ValidatedBy;ValidatedAt;Notes
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEEF0000;cmm4yuo6g01dbcuqwz2t0dw7t;http://localhost:8787/api/admin/requirements/documents/cmm4yuo6g01dbcuqwz2t0dw7t/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo6g01dbcuqwz2t0dw7t/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo6g01dbcuqwz2t0dw7t/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Sundbybergs;Kommun;Sundbybergs kommun;2025-06;Beslut;2026-02-03;Masshanteringsplan v3 MIL.2025.564.pdf;Sv: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEF00000;cmm4yuo5o01ctcuqwke7dio7y;http://localhost:8787/api/admin/requirements/documents/cmm4yuo5o01ctcuqwke7dio7y/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo5o01ctcuqwke7dio7y/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo5o01ctcuqwke7dio7y/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Sundbybergs;Kommun;Sundbybergs kommun;2025-06;Beslut;2026-02-03;Masshanteringsplan v3 MIL.2025.564.pdf;Sv: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEF10000;cmm4yuo5601cbcuqwam1x6ve1;http://localhost:8787/api/admin/requirements/documents/cmm4yuo5601cbcuqwam1x6ve1/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo5601cbcuqwam1x6ve1/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo5601cbcuqwam1x6ve1/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;se Säters;Kommun;se Säters kommun;0225-55;Beslut;2026-02-03;2025-05-05 Beslut (dnr 2025-191).pdf;Sv: till registrator - Begäran av allmän handling;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEF20000;cmm4yuo4a01bkcuqwn0oorufq;http://localhost:8787/api/admin/requirements/documents/cmm4yuo4a01bkcuqwn0oorufq/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo4a01bkcuqwn0oorufq/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo4a01bkcuqwn0oorufq/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;se Säters;Kommun;se Säters kommun;0225-55;Beslut;2026-02-03;2025-05-05 Beslut (dnr 2025-191).pdf;Sv: till registrator - Begäran av allmän handling;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEF30000;cmm4yuo3f01atcuqwn97e7vzm;http://localhost:8787/api/admin/requirements/documents/cmm4yuo3f01atcuqwn97e7vzm/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo3f01atcuqwn97e7vzm/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo3f01atcuqwn97e7vzm/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;nummer Webbadress Enköpings;Kommun;nummer Webbadress Enköpings kommun;2026-02;Beslut;2026-02-03;MIL20242313pdf_976561.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEF40000;cmm4yuo2v01aecuqwrs33d0lp;http://localhost:8787/api/admin/requirements/documents/cmm4yuo2v01aecuqwrs33d0lp/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo2v01aecuqwrs33d0lp/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo2v01aecuqwrs33d0lp/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;nummer Webbadress Enköpings;Kommun;nummer Webbadress Enköpings kommun;2026-02;Beslut;2026-02-03;MIL20242313pdf_976561.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEF50000;cmm4yuo2e019zcuqw2jcty2mf;http://localhost:8787/api/admin/requirements/documents/cmm4yuo2e019zcuqw2jcty2mf/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo2e019zcuqw2jcty2mf/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo2e019zcuqw2jcty2mf/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;nummer Webbadress Enköpings;Kommun;nummer Webbadress Enköpings kommun;2026-02;Beslut;2026-02-03;MIL2024526pdf_976554.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEF60000;cmm4yuo22019ncuqwfc19cfnc;http://localhost:8787/api/admin/requirements/documents/cmm4yuo22019ncuqwfc19cfnc/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo22019ncuqwfc19cfnc/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo22019ncuqwfc19cfnc/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;nummer Webbadress Enköpings;Kommun;nummer Webbadress Enköpings kommun;2026-02;Beslut;2026-02-03;MIL2024526pdf_976554.pdf;Begäran om allmän handling i ärende  MIL.2026.363;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEF70000;cmm4yuo1l0198cuqwfklwg66t;http://localhost:8787/api/admin/requirements/documents/cmm4yuo1l0198cuqwfklwg66t/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo1l0198cuqwfklwg66t/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo1l0198cuqwfklwg66t/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2004:62;Anmalan;2026-02-03;2025-12-01 Anmälan (dnr 2025-515).pdf;Sv: till registrator - Begäran av allmän handling;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEF80000;cmm4yuo0n018ecuqwgykqcb0s;http://localhost:8787/api/admin/requirements/documents/cmm4yuo0n018ecuqwgykqcb0s/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo0n018ecuqwgykqcb0s/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuo0n018ecuqwgykqcb0s/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2004:62;Anmalan;2026-02-03;2025-12-01 Anmälan (dnr 2025-515).pdf;Sv: till registrator - Begäran av allmän handling;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEF90000;cmm4yunzq017ncuqwppmobksj;http://localhost:8787/api/admin/requirements/documents/cmm4yunzq017ncuqwppmobksj/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunzq017ncuqwppmobksj/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunzq017ncuqwppmobksj/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2022/1163;Beslut;2026-02-03;Avgiftstaxa.pdf;Utlämnande av allmänna handlingar;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEFA0000;cmm4yunzn017kcuqw4gxt3o5h;http://localhost:8787/api/admin/requirements/documents/cmm4yunzn017kcuqw4gxt3o5h/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunzn017kcuqw4gxt3o5h/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunzn017kcuqw4gxt3o5h/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2022/1163;Beslut;2026-02-03;Avgiftstaxa.pdf;Utlämnande av allmänna handlingar;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEFB0000;cmm4yunzk017hcuqw4gd878mw;http://localhost:8787/api/admin/requirements/documents/cmm4yunzk017hcuqw4gd878mw/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunzk017hcuqw4gd878mw/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunzk017hcuqw4gd878mw/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Samhällsbyggnadsnämnden Beslut Gnesta;Kommun;Samhällsbyggnadsnämnden Beslut Gnesta kommun;2025-02;Beslut;2026-02-03;MIL2024149_2026-02-03.pdf;VB: Mejl från kommunens gemensamma mejlkorg [2026GT3137];AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AEFC0000;cmm4yunze017bcuqwnizar72s;http://localhost:8787/api/admin/requirements/documents/cmm4yunze017bcuqwnizar72s/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunze017bcuqwnizar72s/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunze017bcuqwnizar72s/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Samhällsbyggnadsnämnden Beslut Gnesta;Kommun;Samhällsbyggnadsnämnden Beslut Gnesta kommun;2025-02;Beslut;2026-02-03;MIL2024149_2026-02-03.pdf;VB: Mejl från kommunens gemensamma mejlkorg [2026GT3137];AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AF050000;cmm4yunz0016zcuqw452huqhy;http://localhost:8787/api/admin/requirements/documents/cmm4yunz0016zcuqw452huqhy/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunz0016zcuqw452huqhy/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunz0016zcuqw452huqhy/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;i Osby;Kommun;i Osby kommun;0479-52;Beslut;2026-02-03;Ramen_4_beslut.pdf;Sv: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AF060000;cmm4yuny10162cuqwmghj3oaq;http://localhost:8787/api/admin/requirements/documents/cmm4yuny10162cuqwmghj3oaq/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuny10162cuqwmghj3oaq/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yuny10162cuqwmghj3oaq/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;i Osby;Kommun;i Osby kommun;0479-52;Beslut;2026-02-03;Ramen_4_beslut.pdf;Sv: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AF070000;cmm4yunww014wcuqwr4qcrzmq;http://localhost:8787/api/admin/requirements/documents/cmm4yunww014wcuqwr4qcrzmq/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunww014wcuqwr4qcrzmq/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunww014wcuqwr4qcrzmq/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;i Karlskrona;Kommun;i Karlskrona kommun;0455-32;Anmalan;2026-02-03;MSN-2024-1016_2024-03-06_MSN-2022-4871_2023-02-16_Beslut_(2).pdf;Handlingar rörande anmälningspliktiga verksamheter (C verksamheter);AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AF080000;cmm4yunvp013kcuqwu71ju9j0;http://localhost:8787/api/admin/requirements/documents/cmm4yunvp013kcuqwu71ju9j0/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunvp013kcuqwu71ju9j0/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunvp013kcuqwu71ju9j0/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;i Karlskrona;Kommun;i Karlskrona kommun;0455-32;Anmalan;2026-02-03;MSN-2024-1016_2024-03-06_MSN-2022-4871_2023-02-16_Beslut_(2).pdf;Handlingar rörande anmälningspliktiga verksamheter (C verksamheter);AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AF090000;cmm4yunuo012hcuqwci7zdqkj;http://localhost:8787/api/admin/requirements/documents/cmm4yunuo012hcuqwci7zdqkj/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunuo012hcuqwci7zdqkj/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunuo012hcuqwci7zdqkj/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2025-02;Komplettering;2026-02-03;E-post med kompletterande svar från Swerock.pdf;Sv: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AF0A0000;cmm4yunt0010ncuqwxpd0eacl;http://localhost:8787/api/admin/requirements/documents/cmm4yunt0010ncuqwxpd0eacl/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunt0010ncuqwxpd0eacl/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunt0010ncuqwxpd0eacl/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;;Kommun;;2025-02;Komplettering;2026-02-03;E-post med kompletterande svar från Swerock.pdf;Sv: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AF0B0000;cmm4yunr800ytcuqwwfwmk330;http://localhost:8787/api/admin/requirements/documents/cmm4yunr800ytcuqwwfwmk330/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunr800ytcuqwwfwmk330/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunr800ytcuqwwfwmk330/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;re;Kommun;re kommun;2026-02;Beslut;2026-02-03;MIL.2025.629.pdf;Sv: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AF0C0000;cmm4yunr000ykcuqwr4euonza;http://localhost:8787/api/admin/requirements/documents/cmm4yunr000ykcuqwr4euonza/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunr000ykcuqwr4euonza/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunr000ykcuqwr4euonza/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;re;Kommun;re kommun;2026-02;Beslut;2026-02-03;MIL.2025.629.pdf;Sv: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AF110000;cmm4yunqr00ybcuqwkt0vyb2o;http://localhost:8787/api/admin/requirements/documents/cmm4yunqr00ybcuqwkt0vyb2o/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunqr00ybcuqwkt0vyb2o/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunqr00ybcuqwkt0vyb2o/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Filipstads;Kommun;Filipstads kommun;2025-235;Beslut;2026-02-03;Beslut Mossen.pdf;till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AF120000;cmm4yunq500xncuqwxnsgzop8;http://localhost:8787/api/admin/requirements/documents/cmm4yunq500xncuqwxnsgzop8/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunq500xncuqwxnsgzop8/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunq500xncuqwxnsgzop8/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Filipstads;Kommun;Filipstads kommun;2025-235;Beslut;2026-02-03;Beslut Mossen.pdf;till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1720000;cmm4yunpb00wzcuqw0xf5ut8v;http://localhost:8787/api/admin/requirements/documents/cmm4yunpb00wzcuqw0xf5ut8v/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunpb00wzcuqw0xf5ut8v/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunpb00wzcuqw0xf5ut8v/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Besöksadress Telefon E-post Webb Tranås;Kommun;Besöksadress Telefon E-post Webb Tranås kommun;2025-10;Forelaggande;2026-02-03;M-2025-829--Föreläggande enligt miljöbalken .pdf;handlingar;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1730000;cmm4yunoj00w5cuqw91w6ft7m;http://localhost:8787/api/admin/requirements/documents/cmm4yunoj00w5cuqw91w6ft7m/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunoj00w5cuqw91w6ft7m/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunoj00w5cuqw91w6ft7m/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Besöksadress Telefon E-post Webb Tranås;Kommun;Besöksadress Telefon E-post Webb Tranås kommun;2025-10;Forelaggande;2026-02-03;M-2025-829--Föreläggande enligt miljöbalken .pdf;handlingar;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1780000;cmm4yunnf00v2cuqwy7slxvjp;http://localhost:8787/api/admin/requirements/documents/cmm4yunnf00v2cuqwy7slxvjp/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunnf00v2cuqwy7slxvjp/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunnf00v2cuqwy7slxvjp/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;org nr Valdemarsviks;Kommun;org nr Valdemarsviks kommun;2025-01;Beslut;2026-02-03;MBNV-2024-602_2025-01-24_Beslut Miljöfarlig verksamhet.pdf;SV: till registrator;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B17A0000;cmm4yunma00ttcuqwanbvb8ob;http://localhost:8787/api/admin/requirements/documents/cmm4yunma00ttcuqwanbvb8ob/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunma00ttcuqwanbvb8ob/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunma00ttcuqwanbvb8ob/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Besöksadress Telefon E-post Webb Tranås;Kommun;Besöksadress Telefon E-post Webb Tranås kommun;2025-12;Forelaggande;2026-02-03;M-2025-911-6-Föreläggande försiktighetsmått.pdf;Handlingar;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B17B0000;cmm4yunls00tbcuqwdvin6pe1;http://localhost:8787/api/admin/requirements/documents/cmm4yunls00tbcuqwdvin6pe1/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunls00tbcuqwdvin6pe1/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yunls00tbcuqwdvin6pe1/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;cmm4xvu980000cuh4vj0usz09;Besöksadress Telefon E-post Webb Tranås;Kommun;Besöksadress Telefon E-post Webb Tranås kommun;2025-12;Forelaggande;2026-02-03;M-2025-911-6-Föreläggande försiktighetsmått.pdf;Handlingar;AUTO;;;AUTO_GENERERAD. Bekrafta metadata mot kallfil.
